name,country,birth_date,discipline,age,gender,height_in_m,height_in_feet,birth_place,birth_country,residence_place,residence_country,event_name,event_rank,event_medal
RINER Teddy,France,7 Apr 1989,Judo,32,Male,NA,NA,POINTE-A-PITRE,France,PARIS,France,Mixed Team,1,Gold
RINGER Richard,Germany,27 Feb 1989,Athletics,32,Male,NA,NA,UBERLINGEN,Germany,UNTERUHLDINGEN,Germany,Men's Marathon,26,NA
RISELEY Jeffrey,Australia,11 Nov 1986,Athletics,34,Male,NA,NA,"DANDENONG, VIC",Australia,"ELWOOD, VIC",Australia,Men's 800m,,NA
RISHONY Shira,Israel,21 Feb 1991,Judo,30,Female,NA,NA,HOLON,Israel,,,Women -48 kg,5,NA
RISHONY Shira,Israel,21 Feb 1991,Judo,30,Female,NA,NA,HOLON,Israel,,,Mixed Team,3,Bronze
RISKE Alison,United States of America,3 Jul 1990,Tennis,31,Female,1.73,5'8'',"PITTSBURGH, PA",United States of America,,,Women's Singles,33,NA
RISKE Alison,United States of America,3 Jul 1990,Tennis,31,Female,1.73,5'8'',"PITTSBURGH, PA",United States of America,,,Women's Doubles,17,NA
RISSVEDS Jenny,Sweden,6 Jun 1994,Cycling Mountain Bike,27,Female,NA,NA,FALUN,Sweden,FALUN,Sweden,Women's Cross-country,14,NA
RITSEMA Nelson,Netherlands,17 Aug 1994,Rowing,26,Male,NA,NA,,,AMSTERDAM,Netherlands,Men's Four,6,NA
RITTER Saulius,Lithuania,23 Aug 1988,Rowing,32,Male,NA,NA,VILNIUS,Lithuania,TRAKAI,Lithuania,Men's Double Sculls,12,NA
RIVAS Claudia,Mexico,15 Jun 1989,Triathlon,32,Female,1.71,5'7'',ZACATECAS,Mexico,GUADALAJARA,Mexico,Women's Individual,DNF,NA
RIVAS Claudia,Mexico,15 Jun 1989,Triathlon,32,Female,1.71,5'7'',ZACATECAS,Mexico,GUADALAJARA,Mexico,Mixed Relay,16,NA
RIVAS QUIJADA Willner Enrique,Venezuela,2 Apr 1995,Volleyball,26,Male,1.94,6'4'',,Venezuela,,,Men,12,NA
RIVAS Rigoberto,Honduras,31 Jul 1998,Football,23,Male,1.78,5'10'',ROATAN,Honduras,,,Men,14,NA
RIVASZ-TOTH Norbert,Hungary,6 May 1996,Athletics,25,Male,NA,NA,,,,,Men's Javelin Throw,,NA
RIVERA BRENS Prisilla,Dominican Republic,29 Dec 1984,Volleyball,36,Female,1.86,6'1'',SANTO DOMINGO,Dominican Republic,SANTO DOMINGO,Dominican Republic,Women,8,NA
RIVERA Coryn,United States of America,26 Aug 1992,Cycling Road,28,Female,1.55,5'1'',,,,,Women's Road Race,7,NA
RIVERA Edgar,Mexico,13 Feb 1991,Athletics,30,Male,NA,NA,,,COLOGNE,Germany,Men's High Jump,,NA
RIVERA FIGUEROA Yankiel,Puerto Rico,10 Sep 1997,Boxing,23,Male,NA,NA,,,BAYAMON,Puerto Rico,Men's Fly (48-52kg),17,NA
RIVEROS Barbara,Chile,3 Aug 1987,Triathlon,34,Female,NA,NA,SANTIAGO,Chile,,,Women's Individual,25,NA
RIVIERE Jayde,Canada,22 Jan 2001,Football,20,Female,1.63,5'4'',"MARKHAM, ON",Canada,,,Women,1,Gold
RIVIERE Mathilde,France,18 Dec 1989,Wrestling,31,Female,NA,NA,DREUX,France,,,Women's Freestyle 57kg,14,NA
RIWAI Viniana,Fiji,6 Jun 1991,Rugby Sevens,30,Female,1.65,5'4'',LABASA,Fiji,,,Women,3,Bronze
RIZAEV Irek,ROC,1 Oct 1997,Cycling BMX Freestyle,23,Male,1.87,6'1'',KAZAN,Russian Federation,KAZAN,Russian Federation,Men's Park,6,NA
RIZZA Manfredi,Italy,26 Apr 1991,Canoe Sprint,30,Male,1.80,5'10'',,,,,Men's Kayak Single 200m,2,Silver
RIZZO Tatiana Soledad,Argentina,30 Dec 1986,Volleyball,34,Female,1.78,5'10'',SAN FERNANDO,Argentina,BUENOS AIRES,Argentina,Women,11,NA
ROACH Aidan,Australia,7 Sep 1990,Water Polo,30,Male,NA,NA,"SYDNEY, NSW",Australia,"SYDNEY, NSW",Australia,Men,9,NA
ROACHE Dietrich Peter,Australia,6 Jul 2001,Rugby Sevens,20,Male,1.87,6'1'',,,"SYDNEY, NSW",Australia,Men,7,NA
ROBERT Benjamin,France,4 Jan 1998,Athletics,23,Male,NA,NA,TOULOUSE,France,,,Men's 800m,,NA
ROBERT-MICHON Melina,France,18 Jul 1979,Athletics,42,Female,NA,NA,VOIRON,France,VILLEURBANNE,France,Women's Discus Throw,,NA
ROBERTS Daniel,United States of America,13 Nov 1997,Athletics,23,Male,NA,NA,,,,,Men's 110m Hurdles,,NA
ROBERTS Ellen,Australia,8 Apr 1992,Baseball/Softball,29,Female,NA,NA,,,"SYDNEY, NSW",Australia,Softball,5,NA
ROBERTS Hannah,United States of America,10 Aug 2001,Cycling BMX Freestyle,19,Female,1.73,5'8'',"SOUTH BEND, IN",United States of America,"BUCHANAN, MI",United States of America,Women's Park,2,Silver
ROBERTS Jaime,Australia,6 Dec 1990,Canoe Sprint,30,Female,1.70,5'6'',,,,,Women's Kayak Double 500m,13,NA
ROBERTS Jaime,Australia,6 Dec 1990,Canoe Sprint,30,Female,1.70,5'6'',,,,,Women's Kayak Four 500m,7,NA
ROBERTS Jamina,Sweden,28 May 1990,Handball,31,Female,1.76,5'9'',GOTHENBURG,Sweden,PARTILLE,Sweden,Women,4,NA
ROBERTS Samantha,Antigua and Barbuda,21 Apr 2000,Swimming,21,Female,NA,NA,"MEMPHIS, TN",United States of America,,,Women's 50m Freestyle,,NA
ROBERTS Wesley Tikiariki,Cook Islands,24 Jun 1997,Swimming,24,Male,NA,NA,,Cook Islands,"SYDNEY, NSW",Australia,Men's 200m Freestyle,,NA
ROBERTS Wesley Tikiariki,Cook Islands,24 Jun 1997,Swimming,24,Male,NA,NA,,Cook Islands,"SYDNEY, NSW",Australia,Men's 400m Freestyle,,NA
ROBERTSON Brook,New Zealand,19 Feb 1994,Rowing,27,Male,NA,NA,NELSON,New Zealand,NEW ZEALAND,,Men's Pair,12,NA
ROBERTSON David,United States of America,9 Apr 1985,Baseball/Softball,36,Male,1.80,5'10'',"BIRMINGHAM, AL",United States of America,,,Baseball,2,Silver
ROBERTSON Michaela,New Zealand,28 Aug 1996,Football,24,Female,1.50,4'11'',,,,,Women,12,NA
ROBERTSON Sarah,Great Britain,27 Sep 1993,Hockey,27,Female,1.67,5'5'',SELKIRK,Great Britain,,,Women,3,Bronze
ROBERTSON Zane,New Zealand,14 Nov 1989,Athletics,31,Male,NA,NA,HAMILTON,New Zealand,ADDIS ABABA,Ethiopia,Men's Marathon,36,NA
ROBINSON Brett,Australia,8 May 1991,Athletics,30,Male,NA,NA,"CANBERRA, ACT",Australia,"MELBOURNE, VIC",Australia,Men's Marathon,66,NA
ROBINSON Kelsey,United States of America,25 Jun 1992,Volleyball,29,Female,1.88,6'2'',"ELMHURST, IL",United States of America,,,Women,1,Gold
ROBLE Stephanie,United States of America,31 May 1989,Sailing,32,Female,1.60,5'2'',"MIAMI, FL",United States of America,"MIAMI, FL",United States of America,Women's Skiff - 49er FX,11,NA
ROBLES Alvaro,Spain,29 Apr 1991,Table Tennis,30,Male,NA,NA,HUELVA,Spain,MADRID,Spain,Men's Singles,33,NA
ROBLES Carolina,Spain,4 Dec 1991,Athletics,29,Female,NA,NA,SEVILLE,Spain,DOS HERMANAS,Spain,Women's 3000m Steeplechase,14,NA
ROBLES Sarah Elizabeth,United States of America,1 Aug 1988,Weightlifting,33,Female,1.80,5'10'',"SAN DIEGO, CA",United States of America,"HOUSTON, TX",United States of America,Women's +87kg,3,Bronze
ROBU Marin,Republic of Moldova,19 Mar 2000,Weightlifting,21,Male,1.75,5'8'',,,CHISINAU,Republic of Moldova,Men's 73kg,8,NA
ROCEK Aisha,Italy,29 Dec 1998,Rowing,22,Female,1.78,5'10'',ERBA,Italy,LARIANO,Italy,Women's Pair,12,NA
ROCHA Salome,Portugal,25 Apr 1990,Athletics,31,Female,NA,NA,VIZELA,Portugal,VIZELA,Portugal,Women's Marathon,30,NA
ROCHE Mark,Ireland,25 Jan 1993,Rugby Sevens,28,Male,1.72,5'7'',DUBLIN,Ireland,,,Men,10,NA
ROCHE Nicolas,Ireland,3 Jul 1984,Cycling Road,37,Male,1.78,5'10'',CONFLANS-SAINT-HONORE,France,MONACO,,Men's Road Race,75,NA
ROCHE Nicolas,Ireland,3 Jul 1984,Cycling Road,37,Male,1.78,5'10'',CONFLANS-SAINT-HONORE,France,MONACO,,Men's Individual Time Trial,28,NA
ROCO Karen,Chile,7 Oct 1986,Canoe Sprint,34,Female,1.76,5'9'',,,,,Women's Canoe Double 500m,9,NA
RODALLEGAS CARVAJAL Brayan Santiago,Colombia,15 Nov 1997,Weightlifting,23,Male,NA,NA,VILLAVICENCIO,Colombia,BOGOTA,Colombia,Men's 81kg,5,NA
RODAS OCHOA Manuel Oseas,Guatemala,5 Jul 1984,Cycling Road,37,Male,NA,NA,QUETZALTENANGO,Guatemala,QUETZALTENANGO,Guatemala,Men's Road Race,DNF,NA
RODDA Nicholas,South Africa,11 Oct 1992,Water Polo,28,Male,NA,NA,,South Africa,,,Men,12,NA
RODDAR Julia,Sweden,16 Feb 1992,Football,29,Female,1.67,5'5'',,,,,Women,2,Silver
RODINI Valentina,Italy,28 Jan 1995,Rowing,26,Female,1.67,5'5'',CREMONA,Italy,CREMONA,Italy,Lightweight Women's Double Sculls,1,Gold
RODITI Matan,Israel,6 Oct 1998,Marathon Swimming,22,Male,NA,NA,,,,,Men's 10km,4,NA
RODNEY Brendon,Canada,9 Apr 1992,Athletics,29,Male,NA,NA,"ETOBICOKE, ON",Canada,KINGSTON,Jamaica,Men's 200m,,NA
RODNEY Brendon,Canada,9 Apr 1992,Athletics,29,Male,NA,NA,"ETOBICOKE, ON",Canada,KINGSTON,Jamaica,Men's 4 x 100m Relay,3,Bronze
RODNEY Meleni,Grenada,27 Jun 1998,Athletics,23,Female,NA,NA,,,,,Women's 400m,,NA
RODRIGUES Aline,Brazil,7 Apr 1995,Swimming,26,Female,NA,NA,,,,,Women's 4 x 200m Freestyle Relay,,NA
RODRIGUES BELO Ana Paula,Brazil,18 Oct 1987,Handball,33,Female,1.72,5'7'',,Brazil,,,Women,11,NA
RODRIGUES Eduardo,Brazil,8 Oct 1995,Athletics,25,Male,NA,NA,CAMPINAS,Brazil,SAO PAULO,Brazil,Men's 110m Hurdles,,NA
RODRIGUES Fernanda,Brazil,10 May 1986,Volleyball,35,Female,1.79,5'10'',PORTO ALEGRE,Brazil,,,Women,2,Silver
RODRIGUES Gustavo,Brazil,9 Apr 1995,Handball,26,Male,1.90,6'2'',,,PONTAULT-COMBAULT,France,Men,10,NA
RODRIGUES Irina,Portugal,5 Feb 1991,Athletics,30,Female,NA,NA,LEIRIA,Portugal,LEIRIA,Portugal,Women's Discus Throw,,NA
RODRIGUEZ Cesar Augusto,Peru,26 Jun 1997,Athletics,24,Male,NA,NA,HUANCAYO,Peru,,,Men's 20km Race Walk,21,NA
RODRIGUEZ Carlos,Mexico,3 Jan 1997,Football,24,Male,1.70,5'6'',SAN NICOLAS DE LOS GARZA,Mexico,,,Men,3,Bronze
RODRIGUEZ Deborah,Uruguay,2 Dec 1992,Athletics,28,Female,NA,NA,MONTEVIDEO,Uruguay,UNITED STATES OF AMERICA,,Women's 800m,,NA
RODRIGUEZ Edwin,Honduras,25 Sep 1999,Football,21,Male,1.70,5'6'',QUIMISTAN,Honduras,TEGUCIGALPA,Honduras,Men,14,NA
RODRIGUEZ Elina Maria,Argentina,11 Feb 1997,Volleyball,24,Female,1.89,6'2'',SANTA FE,Argentina,"NANCY",France,Women,11,NA
RODRIGUEZ Elvismar,Venezuela,14 Feb 1997,Judo,24,Female,NA,NA,,,JAPAN,,Women -70 kg,17,NA
RODRIGUEZ GONZALEZ Emerson Alexand.,Venezuela,2 Feb 1993,Volleyball,28,Male,2.04,6'8'',,Venezuela,TURKEY,,Men,12,NA
RODRIGUEZ Gabriela,Mexico,12 Dec 1996,Shooting,24,Female,NA,NA,MONTERREY,Mexico,SALTILLO,Mexico,Skeet Women,12,NA
RODRIGUEZ Isaac,Mexico,7 Mar 1991,Baseball/Softball,30,Male,1.80,5'10'',HERMOSILLO,Mexico,,,Baseball,6,NA
RODRIGUEZ Julio,Dominican Republic,29 Dec 2000,Baseball/Softball,20,Male,1.90,6'2'',,Dominican Republic,UNITED STATES OF AMERICA,,Baseball,3,Bronze
RODRIGUEZ Leonor,Spain,21 Oct 1991,Basketball,29,Female,1.80,5'10'',LAS PALMAS DE GRAN CANARIA,Spain,SCHIO,Italy,Women,6,NA
RODRIGUEZ Lucia,Spain,26 Jul 1998,Athletics,23,Female,NA,NA,SAN LORENZO DE EL ESCORIAL,Spain,MADRID,Spain,Women's 5000m,,NA
RODRIGUEZ MITJAN Marina de la Cari.,Cuba,2 Mar 1995,Weightlifting,26,Female,NA,NA,MARIANAO,Cuba,HAVANA,Cuba,Women's 64kg,8,NA
RODRIGUEZ GARCIA-PAZ Nicolas,Spain,30 Apr 1991,Sailing,30,Male,1.79,5'10'',,,,,Men's Two Person Dinghy - 470,3,Bronze
RODRIGUEZ PEGUERO Katherine,Dominican Republic,18 Dec 1991,Taekwondo,29,Female,NA,NA,SANTIAGO DE LOS CABALLEROS,Dominican Republic,SANTO DOMINGO,Dominican Republic,Women +67kg,7,NA
RODRIGUEZ PEREZ Joel,Spain,6 Oct 1997,Sailing,23,Male,1.72,5'7'',LAS PALMAS DE GRAN CANARIA,Spain,,,Men's One Person Dinghy - Laser,16,NA
RODRIGUEZ Rosa Andreina,Venezuela,2 Jul 1986,Athletics,35,Female,NA,NA,BARQUISIMETO,Venezuela,EL SOMBRERO,Venezuela,Women's Hammer Throw,,NA
RODRIGUEZ RODRIGUEZ Almudena Maria,Spain,9 Nov 1993,Handball,27,Female,1.75,5'8'',TELDE,Spain,,,Women,9,NA
RODRIGUEZ Sergio,Spain,12 Jun 1986,Basketball,35,Male,1.91,6'3'',SANTA CRUZ DE TENERIFE,Spain,,,Men,6,NA
RODRIGUEZ VILLANUEVA Byanca Melissa,Mexico,13 Sep 1994,Swimming,26,Female,NA,NA,CHIHUAHUA,Mexico,,,Women's 100m Breaststroke,,NA
RODRIGUEZ VILLANUEVA Byanca Melissa,Mexico,13 Sep 1994,Swimming,26,Female,NA,NA,CHIHUAHUA,Mexico,,,Women's 200m Breaststroke,,NA
RODRIGUEZ Yorgelis,Cuba,25 Jan 1995,Athletics,26,Female,NA,NA,GUANTANAMO,Cuba,,,Women's Heptathlon,DNF,NA
ROE Martin,Norway,1 Apr 1992,Athletics,29,Male,NA,NA,BERGEN,Norway,COPENHAGEN,Denmark,Men's Decathlon,19,NA
ROEBUCK Ellie,Great Britain,23 Sep 1999,Football,21,Female,1.74,5'8'',SHEFFIELD,Great Britain,,,Women,7,NA
ROELL Boudewijn,Netherlands,12 May 1989,Rowing,32,Male,NA,NA,,,LEIDEN,Netherlands,Men's Four,6,NA
ROENNINGEN Marie,Norway,13 Mar 1994,Sailing,27,Female,1.75,5'8'',BAERUM,Norway,,,Women's Skiff - 49er FX,7,NA
ROEOESLI Roman,Switzerland,22 Sep 1993,Rowing,27,Male,1.91,6'3'',,,LUCERNE,Switzerland,Men's Double Sculls,5,NA
ROGAVA Tsotne,Ukraine,2 May 1993,Boxing,28,Male,NA,NA,ZUGDIDI,Georgia,ODESSA,Ukraine,Men's Super Heavy (+91kg),9,NA
ROGERS Camryn,Canada,7 Jun 1999,Athletics,22,Female,NA,NA,"RICHMOND, BC",Canada,"BERKELEY, CA",United States of America,Women's Hammer Throw,5,NA
ROGERS Emily,Australia,25 Mar 1998,Artistic Swimming,23,Female,1.75,5'8'',,,"PERTH, WA",Australia,Duet,20,NA
ROGERS Emily,Australia,25 Mar 1998,Artistic Swimming,23,Female,1.75,5'8'',,,"PERTH, WA",Australia,Team,9,NA
ROGERS Jason,Saint Kitts and Nevis,31 Aug 1991,Athletics,29,Male,NA,NA,SANDY POINT TOWN,Saint Kitts and Nevis,SANDY POINT TOWN,Saint Kitts and Nevis,Men's 100m,,NA
ROGERS Martha Ann,United States of America,23 Aug 1995,Weightlifting,25,Female,1.70,5'6'',"APOPKA, FL",United States of America,"GENEVA, FL",United States of America,Women's 87kg,6,NA
ROGERS Raevyn,United States of America,7 Sep 1996,Athletics,24,Female,NA,NA,,,,,Women's 800m,3,Bronze
ROGGENSACK Olaf,Germany,29 May 1997,Rowing,24,Male,1.94,6'4'',,,DORTMUND,Germany,Men's Eight,2,Silver
ROGLIC Primoz,Slovenia,29 Oct 1989,Cycling Road,31,Male,1.76,5'9'',TRBOVLJE,Slovenia,SLOVENIA,,Men's Road Race,28,NA
ROGLIC Primoz,Slovenia,29 Oct 1989,Cycling Road,31,Male,1.76,5'9'',TRBOVLJE,Slovenia,SLOVENIA,,Men's Individual Time Trial,1,Gold
ROGORA Laura,Italy,28 Apr 2001,Sport Climbing,20,Female,1.52,4'11'',,,,,Women's Combined,15,NA
ROHAN Lukas,Czech Republic,30 May 1995,Canoe Slalom,26,Male,NA,NA,,,PRAGUE,Czech Republic,Men's Canoe,2,Silver
ROHDE Leon,Germany,10 May 1995,Cycling Track,26,Male,1.86,6'1'',,,,,Men's Team Pursuit,6,NA
ROHDE Leon,Germany,10 May 1995,Cycling Track,26,Male,1.86,6'1'',,,,,Men's Madison,9,NA
ROHIDAS Amit,India,10 May 1993,Hockey,28,Male,1.75,5'8'',,,MUMBAI,India,Men,3,Bronze
ROJAS Brenda,Argentina,15 Oct 1995,Canoe Sprint,25,Female,1.66,5'5'',SAN MARTIN DE LOS ANDES,Argentina,SAN PEDRO,Argentina,Women's Kayak Single 200m,27,NA
ROJAS Brenda,Argentina,15 Oct 1995,Canoe Sprint,25,Female,1.66,5'5'',SAN MARTIN DE LOS ANDES,Argentina,SAN PEDRO,Argentina,Women's Kayak Single 500m,29,NA
ROJAS CONCHA Marcos Antonio,Peru,2 Jun 1995,Weightlifting,26,Male,1.56,5'1'',MOYOBAMBA,Peru,,,Men's 61kg,12,NA
ROJAS da SILVA Artur Bruno,Bolivia,27 May 1993,Athletics,28,Male,NA,NA,RIO DE JANEIRO,Brazil,COCHABAMBA,Bolivia,Men's 100m,,NA
ROJAS Yulimar,Venezuela,21 Oct 1995,Athletics,25,Female,NA,NA,CARACAS,Venezuela,GUADALAJARA,Spain,Women's Triple Jump,1,Gold
ROJER Jean-Julien,Netherlands,25 Aug 1981,Tennis,39,Male,NA,NA,,,,,Men's Doubles,9,NA
ROL Frederique,Switzerland,26 May 1993,Rowing,28,Female,1.71,5'7'',LAUSANNE,Switzerland,PULLY,Switzerland,Lightweight Women's Double Sculls,7,NA
ROLFO Fridolina,Sweden,24 Nov 1993,Football,27,Female,1.78,5'10'',KUNGSBACKA,Sweden,,,Women,2,Silver
ROLSTON Emma,New Zealand,10 Nov 1996,Football,24,Female,1.70,5'6'',AUCKLAND,New Zealand,NEW ZEALAND,,Women,12,NA
ROMAN Aida,Mexico,21 May 1988,Archery,33,Female,NA,NA,,,,,Women's Individual,17,NA
ROMAN Aida,Mexico,21 May 1988,Archery,33,Female,NA,NA,,,,,Women's Team,6,NA
ROMAN Lisa,Canada,17 Sep 1989,Rowing,31,Female,1.78,5'10'',"SURREY, BC",Canada,"LONDON, ON",Canada,Women's Eight,1,Gold
ROMANA Carlos,Colombia,3 Jun 1988,Athletics,33,Male,NA,NA,,,,,Men's 4 x 400m Relay,,NA
ROMANCHUK Mykhailo,Ukraine,7 Aug 1996,Swimming,25,Male,NA,NA,RIVNE,Ukraine,RIVNE,Ukraine,Men's 800m Freestyle,3,Bronze
ROMANCHUK Mykhailo,Ukraine,7 Aug 1996,Swimming,25,Male,NA,NA,RIVNE,Ukraine,RIVNE,Ukraine,Men's 1500m Freestyle,2,Silver
ROMANI Darlan,Brazil,9 Apr 1991,Athletics,30,Male,NA,NA,CONCORDIA,Brazil,BRAGANCA PAULISTA,Brazil,Men's Shot Put,4,NA
ROMASENKO Olesia,ROC,12 Jan 1990,Canoe Sprint,31,Female,1.71,5'7'',KRASNODAR,Russian Federation,KRASNODAR,Russian Federation,Women's Canoe Single 200m,7,NA
ROMASENKO Olesia,ROC,12 Jan 1990,Canoe Sprint,31,Female,1.71,5'7'',KRASNODAR,Russian Federation,KRASNODAR,Russian Federation,Women's Canoe Double 500m,8,NA
ROMASHINA Svetlana,ROC,21 Sep 1989,Artistic Swimming,31,Female,NA,NA,MOSCOW,Russian Federation,MOSCOW,Russian Federation,Duet,1,Gold
ROMASHINA Svetlana,ROC,21 Sep 1989,Artistic Swimming,31,Female,NA,NA,MOSCOW,Russian Federation,MOSCOW,Russian Federation,Team,1,Gold
ROMEIKE Louise,Sweden,8 Oct 1990,Equestrian,30,Female,NA,NA,KAVLINGE,Sweden,MEYN,Germany,Eventing Team,14,NA
ROMEIKE Louise,Sweden,8 Oct 1990,Equestrian,30,Female,NA,NA,KAVLINGE,Sweden,MEYN,Germany,Eventing Individual,"49,EL",NA
ROMERO Natalia,Spain,17 Nov 1988,Athletics,32,Female,NA,NA,JAEN,Spain,PALMA DE MALLORCA,Spain,Women's 800m,,NA
ROMERO Sydney,Mexico,8 Mar 1997,Baseball/Softball,24,Female,NA,NA,,,UNITED STATES OF AMERICA,,Softball,4,NA
ROMERO TORRES Rogelio,Mexico,23 Feb 1995,Boxing,26,Male,1.90,6'2'',CIUDAD JUAREZ,Mexico,GUANAJUATO,Mexico,Men's Light Heavy (75-81kg),5,NA
ROMERO Yeykell Eliuth,Nicaragua,16 Nov 2002,Athletics,18,Male,NA,NA,,Nicaragua,,,Men's 100m,,NA
ROMEU ARGEMI Josep,Spain,22 May 1990,Hockey,31,Male,1.80,5'10'',BARCELONA,Spain,MATADEPERA,Spain,Men,8,NA
ROMEU Jucielen,Brazil,13 Apr 1996,Boxing,25,Female,NA,NA,RIO CLARO,Brazil,SAO PAULO,Brazil,Women's Feather (54-57kg),9,NA
ROMMELMANN Jonathan,Germany,18 Dec 1994,Rowing,26,Male,1.79,5'10'',MUHLHEIM,Germany,MUHLHEIM,Germany,Lightweight Men's Double Sculls,2,Silver
ROMO Luis,Mexico,5 Jun 1995,Football,26,Male,1.80,5'10'',AHOME,Mexico,MEXICO,,Men,3,Bronze
RONCATTO Gabrielle,Brazil,19 Jul 1998,Swimming,23,Female,NA,NA,SAO PAULO,Brazil,,,Women's 4 x 200m Freestyle Relay,,NA
RONG Ningning,People's Republic of China,5 Oct 1997,Wrestling,23,Female,NA,NA,KASHGAR,People's Republic of China,XINJIANG,People's Republic of China,Women's Freestyle 57kg,10,NA
ROOK James,Australia,18 Nov 1997,Rowing,23,Male,1.69,5'6'',,,,,Women's Eight,5,NA
ROONEY Natalie,New Zealand,1 Jun 1988,Shooting,33,Female,NA,NA,TIMARU,New Zealand,TIMARU,New Zealand,Trap Women,10,NA
ROORD Jill,Netherlands,22 Apr 1997,Football,24,Female,1.75,5'8'',OLDENZAAL,Netherlands,OLDENZAAL,Netherlands,Women,5,NA
ROOS Fanny,Sweden,2 Jan 1995,Athletics,26,Female,NA,NA,,,,,Women's Shot Put,7,NA
ROOS Laurence,Belgium,28 Dec 1993,Equestrian,27,Female,NA,NA,,,LICHTAART,Belgium,Dressage Team,10,NA
ROOS Laurence,Belgium,28 Dec 1993,Equestrian,27,Female,NA,NA,,,LICHTAART,Belgium,Dressage Individual,23,NA
ROOSKRANTZ Caitlin,South Africa,5 Nov 2001,Artistic Gymnastics,19,Female,NA,NA,JOHANNESBURG,South Africa,JOHANNESBURG,South Africa,Women's All-Around,,NA
ROOSKRANTZ Caitlin,South Africa,5 Nov 2001,Artistic Gymnastics,19,Female,NA,NA,JOHANNESBURG,South Africa,JOHANNESBURG,South Africa,Women's Vault,,NA
ROOSKRANTZ Caitlin,South Africa,5 Nov 2001,Artistic Gymnastics,19,Female,NA,NA,JOHANNESBURG,South Africa,JOHANNESBURG,South Africa,Women's Uneven Bars,,NA
ROOSKRANTZ Caitlin,South Africa,5 Nov 2001,Artistic Gymnastics,19,Female,NA,NA,JOHANNESBURG,South Africa,JOHANNESBURG,South Africa,Women's Balance Beam,,NA
ROOSKRANTZ Caitlin,South Africa,5 Nov 2001,Artistic Gymnastics,19,Female,NA,NA,JOHANNESBURG,South Africa,JOHANNESBURG,South Africa,Women's Floor Exercise,,NA
ROPER Christine,Canada,15 May 1990,Rowing,31,Female,1.88,6'2'',MONTEGO BAY,Jamaica,,,Women's Eight,1,Gold
ROPER Miryam,Panama,26 Jun 1982,Judo,39,Female,NA,NA,AACHEN,Germany,COLOGNE,Germany,Women -57 kg,17,NA
ROPER Phillip,Great Britain,24 Jan 1992,Hockey,29,Male,1.79,5'10'',CHESTER,Great Britain,,,Men,5,NA
ROQICA Ana,Fiji,2 Feb 1988,Rugby Sevens,33,Female,1.76,5'9'',SAVUSAVU,Fiji,SUVA,Fiji,Women,3,Bronze
ROSA FIGUEIREDO Nathasha,Brazil,16 Jan 1996,Weightlifting,25,Female,NA,NA,,,,,Women's 49kg,9,NA
ROSA Pamela,Brazil,19 Jul 1999,Skateboarding,22,Female,NA,NA,SAO JOSE DOS CAMPOS,Brazil,SAO JOSE DOS CAMPOS,Brazil,Women's Street,10,NA
ROSA Vitoria Cristina,Brazil,12 Jan 1996,Athletics,25,Female,NA,NA,RIO DE JANEIRO,Brazil,SAO PAULO,Brazil,Women's 100m,,NA
ROSA Vitoria Cristina,Brazil,12 Jan 1996,Athletics,25,Female,NA,NA,RIO DE JANEIRO,Brazil,SAO PAULO,Brazil,Women's 200m,,NA
ROSA Vitoria Cristina,Brazil,12 Jan 1996,Athletics,25,Female,NA,NA,RIO DE JANEIRO,Brazil,SAO PAULO,Brazil,Women's 4 x 100m Relay,,NA
ROSADO Pamela,Puerto Rico,30 Apr 1986,Basketball,35,Female,1.65,5'4'',ARECIBO,Puerto Rico,QUEBRADILLAS,Puerto Rico,Women,12,NA
ROSAFIO Danilo,Kenya,16 Aug 2001,Swimming,19,Male,NA,NA,,,GREAT BRITAIN,,Men's 100m Freestyle,,NA
ROSAS Daniella,Peru,21 Jan 2002,Surfing,19,Female,NA,NA,LIMA,Peru,LIMA,Peru,Women,19,NA
ROSE Alex,Samoa,17 Nov 1991,Athletics,29,Male,NA,NA,,United States of America,"GRAND RAPIDS, MI",United States of America,Men's Discus Throw,,NA
ROSE Deanne,Canada,3 Mar 1999,Football,22,Female,1.63,5'4'',"NEW TECUMSETH, ON",Canada,,,Women,1,Gold
ROSE Shane,Australia,24 Apr 1973,Equestrian,48,Male,NA,NA,"SYDNEY, NSW",Australia,"WEROMBI, NSW",Australia,Eventing Team,2,Silver
ROSE Shane,Australia,24 Apr 1973,Equestrian,48,Male,NA,NA,"SYDNEY, NSW",Australia,"WEROMBI, NSW",Australia,Eventing Individual,10,NA
ROSILLO KINDELAN Gabriel Alejandro,Cuba,4 Jan 1999,Wrestling,22,Male,NA,NA,,,SANTIAGO DE CUBA,Cuba,Men's Greco-Roman 97kg,13,NA
ROSOLSKA Alicja,Poland,1 Dec 1985,Tennis,35,Female,1.66,5'5'',WARSAW,Poland,,,Women's Doubles,17,NA
ROSS April,United States of America,20 Jun 1982,Beach Volleyball,39,Female,1.85,6'0'',"COSTA MESA, CA",United States of America,"COSTA MESA, CA",United States of America,Women,1,Gold
ROSS Beth,New Zealand,6 Oct 1996,Rowing,24,Female,NA,NA,,,BLENHEIM,New Zealand,Women's Eight,2,Silver
ROSS Nick,New Zealand,26 Jul 1990,Hockey,31,Male,NA,NA,DUNEDIN,New Zealand,AUCKLAND,New Zealand,Men,9,NA
